id	tmc_term	tmc_type	tmc_id	priority	n2000_code	insider_category	insider_subcategory	rcs_common_name	rcs_scheme_name	rcs_id	created_at	updated_at	rcs_taxonomy_path
2170	Freight Transportation Regulatory	EventType	402070	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:33	E:D\\Regulation
2171	Consumer Electronics Regulatory	EventType	402071	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:33	E:D\\Regulation
2172	Chemicals Regulatory	EventType	402072	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:33	E:D\\Regulation
2173	Networking Regulatory	EventType	402073	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:33	E:D\\Regulation
2174	Vatican	Geography	100324	1	VA	NULL	NULL	Vatican City	Geopolitical Unit	G:8Y	NULL	2010-04-24 15:45:34	M:1F0\\Cities\\G:8Y\\Vatican City|M:DH\\Continent / Region\\G:A\\Europe\\G:3\\Western Europe\\G:8Y\\Vatican City|M:A9\\Country\\G:8Y\\Vatican City
2175	Aerospace & Defense Regulatory	EventType	402074	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2176	Oil & Gas Regulatory	EventType	402075	1	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2177	Environmental Regulatory	EventType	402076	1	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2178	Food & Beverage Regulatory	EventType	402077	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2179	Gas Regulatory	EventType	402078	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2180	Health Insurance Regulatory	EventType	402079	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2181	Healthcare Services Regulatory	EventType	402080	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2182	Healthcare Regulatory	EventType	402081	1	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2183	Venezuela	Geography	100325	1	VE	NULL	NULL	Venezuela	Geopolitical Unit	G:2K	NULL	2010-04-24 15:45:34	M:DH\\Continent / Region\\G:4\\Americas\\G:G\\South / Central America\\G:P\\South America\\G:2K\\Venezuela|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:2K\\Venezuela|M:DQ\\Country Grouping\\G:AT\\OPEC\\G:2K\\Venezuela|M:A9\\Country\\G:2K\\Venezuela
2184	Internet Regulatory	EventType	402082	1	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2185	Insurance Regulatory	EventType	402083	1	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2186	I.T. Regulatory	EventType	402084	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2187	I.T. Services Regulatory	EventType	402085	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2188	Medical Device Regulatory	EventType	402086	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2189	Mining Regulatory	EventType	402087	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2190	Oil Regulatory	EventType	402088	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2191	Pharmaceuticals & Biotechnology Regulatory	EventType	402089	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2192	Real Estate Regulatory	EventType	402090	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2193	Retail Regulatory	EventType	402091	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2194	Semiconductor Regulatory	EventType	402092	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2195	Software Regulatory	EventType	402093	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2196	Vietnam	Geography	100327	1	VN	NULL	NULL	Vietnam	Geopolitical Unit	G:5Z	NULL	2010-04-24 15:45:34	M:DH\\Continent / Region\\G:K\\Asia / Pacific\\G:S\\Asia\\G:T\\Southeast Asia\\G:N\\Indo-China\\G:5Z\\Vietnam|M:DQ\\Country Grouping\\G:AQ\\APEC\\G:5Z\\Vietnam|M:DQ\\Country Grouping\\G:2EL\\ASEAN Exchange Group\\G:5Z\\Vietnam|M:DQ\\Country Grouping\\G:2EK\\ASEAN\\G:5Z\\Vietnam|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:5Z\\Vietnam|M:DQ\\Country Grouping\\G:BC\\Silk Road\\G:5Z\\Vietnam|M:A9\\Country\\G:5Z\\Vietnam
2197	Telecommunications Regulatory	EventType	402094	1	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2198	Media (Broadcast Tv) Regulatory	EventType	402095	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2199	Media (Satellite Tv) Regulatory	EventType	402096	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2200	Fixed-Line Telecommunications Regulatory	EventType	402097	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2201	Utilities Regulatory	EventType	402098	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2202	Wireless Telecommunications Regulatory	EventType	402099	0	REGS	NULL	NULL	Regulations / Standards	Event Types	E:D	NULL	2010-04-24 15:45:34	E:D\\Regulation
2203	US Dollar	Currency	500110	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2204	Euro	Currency	500111	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2205	Argentine Peso	Currency	500114	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2206	Australian Dollar	Currency	500117	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2207	Bahraini Dinar	Currency	500120	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2208	Indian Rupee	Currency	500127	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2209	Wales	Geography	100329	1	GBW	NULL	NULL	Wales	Geopolitical Unit	G:1R	NULL	2010-04-24 15:45:34	M:DH\\Continent / Region\\G:A\\Europe\\G:3\\Western Europe\\G:7J\\United Kingdom\\G:1R\\Wales|M:DQ\\Country Grouping\\G:AU\\EU 15\\G:7J\\United Kingdom\\G:1R\\Wales|M:DQ\\Country Grouping\\G:AK\\European Union\\G:7J\\United Kingdom\\G:1R\\Wales|M:DQ\\Country Grouping\\G:B9\\G20\\G:AK\\European Union\\G:7J\\United Kingdom\\G:1R\\Wales|M:DQ\\Country Grouping\\G:B9\\G20\\G:7J\\United Kingdom\\G:1R\\Wales|M:DQ\\Country Grouping\\G:AM\\G7\\G:7J\\United Kingdom\\G:1R\\Wales|M:DQ\\Country Grouping\\G:AS\\G8\\G:7J\\United Kingdom\\G:1R\\Wales|M:DQ\\Country Grouping\\G:AV\\MiFID\\G:7J\\United Kingdom\\G:1R\\Wales|M:DQ\\Country Grouping\\G:AN\\NATO\\G:7J\\United Kingdom\\G:1R\\Wales|M:DQ\\Country Grouping\\G:AR\\OECD\\G:7J\\United Kingdom\\G:1R\\Wales|M:A9\\Country\\G:7J\\United Kingdom\\G:1R\\Wales
2210	Norwegian Krone	Currency	500133	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2211	Brazilian Real	Currency	500134	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2212	Canadian Dollar	Currency	500140	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2213	Chilean Peso	Currency	500143	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2214	Unidades De Formento	Currency	500144	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2215	Yuan Renminbi	Currency	500145	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2216	Colombian Peso	Currency	500146	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2217	New Zealand Dollar	Currency	500150	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2218	Czech Koruna	Currency	500155	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2219	Danish Krone	Currency	500156	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2220	Cedi	Currency	500169	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2221	Gourde	Currency	500175	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2222	Hong Kong Dollar	Currency	500177	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2223	Forint	Currency	500178	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2224	Iceland Krona	Currency	500179	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2225	Rupiah	Currency	500180	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2226	New Israeli Shekel	Currency	500184	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2227	Yen	Currency	500186	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2228	Tenge	Currency	500188	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2229	Won	Currency	500191	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2230	Kuwaiti Dinar	Currency	500192	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2231	Rand	Currency	500197	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2232	Swiss Franc	Currency	500201	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:34	A:9\\Currencies / Foreign Exchange Markets
2233	Malaysian Ringgit	Currency	500207	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2234	Mexican Peso	Currency	500212	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2235	Naira	Currency	500223	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2236	Rial Omani	Currency	500224	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2237	Pakistan Rupee	Currency	500225	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2238	Nuevo Sol	Currency	500229	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2239	Philippine Peso	Currency	500230	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2240	Zloty	Currency	500231	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2241	Qatari Rial	Currency	500232	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2242	New Leu	Currency	500234	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2243	Russian Ruble	Currency	500235	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2244	Saudi Riyal	Currency	500240	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2245	Singapore Dollar	Currency	500244	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2246	Slovak Koruna	Currency	500245	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2247	Swedish Krona	Currency	500253	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2248	New Taiwan Dollar	Currency	500257	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2249	Baht	Currency	500260	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2250	New Turkish Lira	Currency	500264	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2251	UAE Dirham	Currency	500268	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2252	Pound Sterling	Currency	500269	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2253	Bolivar	Currency	500273	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2254	Dong	Currency	500274	0	FRX	NULL	NULL	Currencies / Foreign Exchange Markets	Asset Classes / Properties	A:9	NULL	2010-04-24 15:45:35	A:9\\Currencies / Foreign Exchange Markets
2255	Biographies	Genre	502000	1	PRO	NULL	NULL	Biographies / Personalities / People	Miscellaneous	M:38	NULL	2010-04-24 15:45:35	M:38\\Biographies / Personalities / People
2256	Human Interest	Genre	502008	1	ODD	NULL	NULL	Human Interest / Brights / Odd News	Miscellaneous	M:1S	NULL	2010-04-24 15:45:35	M:1S\\Human Interest / Brights / Odd News
2257	Living / Lifestyle	Subject	502010	1	LIF	NULL	NULL	Living / Lifestyle	Miscellaneous	M:1T	NULL	2010-04-24 15:45:35	M:1T\\Living / Lifestyle
2258	Technical Analysis	Genre	RI0017	1	CHART	NULL	NULL	Chart Views	Alias		NULL	2010-04-24 15:45:35	NULL
2259	Sporting Results	Genre	502021	1	RSLT	NULL	NULL	Sports Results	Miscellaneous	M:LJ	NULL	2010-04-24 15:45:35	M:LJ\\Sports Results
2260	Analyst Interviews	Genre	RI0001	1	ANALI	NULL	NULL	Analyst Interviews	Alias		NULL	2010-04-24 15:45:35	NULL
2262	Company News	EventType	RI0003	1	BACT	NULL	NULL	Company Events	Event Types	E:1	NULL	2010-04-24 15:45:35	E:1\\Company Events
2263	CEO Interviews	Subject	RI0004	1	CEOSI	NULL	NULL	CEO Interviews	Alias		NULL	2010-04-24 15:45:35	NULL
2264	Reuters Breakingviews	Genre	RI0006	1	BRV	NULL	NULL	Breaking Views	Alias		NULL	2010-04-24 15:45:35	NULL
2265	Funds	Market	RI0007	1	FUND	NULL	NULL	Funds	Asset Classes / Properties	A:5	NULL	2010-04-24 15:45:35	A:5\\Funds
2266	Yemen	Geography	100338	1	YE	NULL	NULL	Yemen	Geopolitical Unit	G:28	NULL	2010-04-24 15:45:35	M:DH\\Continent / Region\\G:K\\Asia / Pacific\\G:S\\Asia\\G:H\\Southwest Asia\\G:F\\Gulf\\G:28\\Yemen|M:DH\\Continent / Region\\G:Q\\Middle East\\G:F\\Gulf\\G:28\\Yemen|M:DQ\\Country Grouping\\G:BB\\OIC\\G:28\\Yemen|M:DQ\\Country Grouping\\G:BC\\Silk Road\\G:28\\Yemen|M:A9\\Country\\G:28\\Yemen
2267	Trade Ideas	Subject	RI0009	1	IDEAS	NULL	NULL	Trade Ideas	Alias		NULL	2010-04-24 15:45:35	NULL
2268	Newsmakers	Genre	RI0010	1	NEWSM	NULL	NULL	Newsmakers	Alias		NULL	2010-04-24 15:45:35	NULL
2269	WestLaw	Genre	RI0011	1	WSTLW	NULL	NULL	WestLaw	Alias		NULL	2010-04-24 15:45:35	NULL
2270	Investment Banking	Subject	RI0013	1	IBANK	NULL	NULL	Investment Banking	Alias		NULL	2010-04-24 15:45:35	NULL
2271	Zambia	Geography	100339	1	ZM	NULL	NULL	Zambia	Geopolitical Unit	G:73	NULL	2010-04-24 15:45:35	M:DH\\Continent / Region\\G:V\\Africa\\G:I\\East Africa\\G:73\\Zambia|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:73\\Zambia|M:A9\\Country\\G:73\\Zambia
2272	Zimbabwe	Geography	100340	1	ZW	NULL	NULL	Zimbabwe	Geopolitical Unit	G:52	NULL	2010-04-24 15:45:35	M:DH\\Continent / Region\\G:V\\Africa\\G:I\\East Africa\\G:52\\Zimbabwe|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:52\\Zimbabwe|M:A9\\Country\\G:52\\Zimbabwe
2273	Dateline	Genre	RI0016	1	DATEL	NULL	NULL	Dateline	Alias		NULL	2010-04-24 15:45:35	NULL
2274	BRIC	OrganizationType	RI0018	1	BRICS	NULL	NULL	BRIC	Alias		NULL	2010-04-24 15:45:35	NULL
2275	Investment Banking	Segment	RI6001	1	XX IB	NULL	NULL		NULL		NULL	2010-04-24 15:45:35	NULL
2276	Wealth Management	Segment	RI6002	1	XX Wealth	NULL	NULL		NULL		NULL	2010-04-24 15:45:35	NULL
2277	Investment Management	Segment	RI6003	1	XX IM	NULL	NULL		NULL		NULL	2010-04-24 15:45:35	NULL
2278	Sales & Trading	Segment	RI6004	1	XX ST	NULL	NULL		NULL		NULL	2010-04-24 15:45:35	NULL
2279	Economy	Subject	RI0005	1	MCE	NULL	NULL	Economic Indicators		E:9	NULL	2010-04-24 15:45:35	E:9\\Economic Indicators
2280	Environment	Subject	RI0015	1	Green	NULL	NULL		Alias		NULL	2010-04-24 15:45:35	NULL
2420	Forex Market Update	Subject	RI5140	0	ForMar	NULL	NULL	NULL	NULL	NULL	2010-04-24 15:45:38	2010-04-24 15:45:38	NULL
2421	Market Update	Subject	RI5141	1	MarkUp	NULL	NULL	NULL	NULL	NULL	2010-04-24 15:45:38	2010-04-24 15:45:38	NULL
2422	Research & Analysis	Subject	RI5142	1	Research	NULL	NULL	NULL	NULL	NULL	2010-04-24 15:45:38	2010-04-24 15:45:38	NULL
2423	Weather	Subject	RI3003	1	Weath	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2424	Credit Rating Agencies	Industry	RI3004	1	Moody	Financials	Business Sectors (RBSS)	B:125	NULL	NULL	NULL	NULL	NULL
2425	Venture Capital	Industry	RI3005	1	PVE	Private Equity Funds	Asset Classes / Properties	A:Q	NULL	NULL	NULL	NULL	NULL
2426	General News & Politics	Subject	RI3006	1	POL	NULL	Miscellaneous	M:N	NULL	NULL	NULL	NULL	NULL
2427	International Trade	Subject	RI3008	1	TRADE	International Trade	Miscellaneous	M:N	NULL	NULL	NULL	NULL	NULL
2428	RNY	Source	RI5143	1	LOC NY	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2429	RUK	Source	RI5144	1	LOC UK	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2430	RHK	Source	RI5145	1	LOC HK	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2481	Energy Regulatory	EventType	RI3002	1	REGS	Regulations / Standards	Event Types	E:D	NULL	NULL	NULL	NULL	NULL
2482	Finance Regulatory	EventType	RI3001	1	REGS	Regulations / Standards	Event Types	E:D	NULL	NULL	NULL	NULL	NULL
2483	Regulation	Subject	RI3007	1	REGS	Regulations / Standards	Event Types	E:D	NULL	NULL	NULL	NULL	NULL
2484	RSP	Source	RI5196	1	LOC BRA	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2485	RMO	Source	RI5197	1	LOC RUS	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
2486	Accidents / Emergencies	NULL	NULL	0	NULL	NULL	NULL	Accidents / Emergencies	NULL	M:KB	NULL	NULL	M:KB\\Accidents / Emergencies 
2488	Agricultural Markets	NULL	NULL	0	NULL	NULL	NULL	Agricultural Markets	NULL	U:8	NULL	NULL	U:8\\Agricultural Markets\\A:4\\Commodities Markets 
2490	Air Accidents	NULL	NULL	0	NULL	NULL	NULL	Air Accidents	NULL	M:NA	NULL	NULL	M:NA\\Air Accidents\\M:KB\\Accidents / Emergencies 
2492	Anti-competitive Behaviour / Price Fixing	NULL	NULL	0	NULL	NULL	NULL	Anti-competitive Behaviour / Price Fixing	NULL	M:N1	NULL	NULL	M:N1\\Anti-competitive Behaviour / Price Fixing\\M:ES\\Crime / Law / Justice 
2494	Antimony	NULL	NULL	0	NULL	NULL	NULL	Antimony	NULL	U:73	NULL	NULL	U:73\\Antimony\\U:Q\\Metals Markets\\A:4\\Commodities Markets 
2496	Aquatic Sports	NULL	NULL	0	NULL	NULL	NULL	Aquatic Sports	NULL	M:A2	NULL	NULL	M:A2\\Aquatic Sports\\M:W\\Sport 
2498	Arabica	NULL	NULL	0	NULL	NULL	NULL	Arabica	NULL	U:8C	NULL	NULL	U:8C\\Arabica\\U:6U\\Coffee\\U:L\\Softs\\U:8\\Agricultural Markets\\A:4\\Commodities Markets 
2500	Archery	NULL	NULL	0	NULL	NULL	NULL	Archery	NULL	M:5C	NULL	NULL	M:5C\\Archery\\M:W\\Sport 
2502	Assault	NULL	NULL	0	NULL	NULL	NULL	Assault	NULL	M:F0	NULL	NULL	M:F0\\Assault\\M:ES\\Crime / Law / Justice 
2504	Australian Rules Football	NULL	NULL	0	NULL	NULL	NULL	Australian Rules Football	NULL	M:5E	NULL	NULL	M:5E\\Australian Rules Football\\M:W\\Sport 
2506	Auto Vehicles, Parts & Service Retailers (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Auto Vehicles, Parts & Service Retailers (TRBC)	NULL	B:203	NULL	NULL	B:203\\Auto Vehicles, Parts &amp; Service Retailers (TRBC)\\B:98\\Retailers (TRBC) 
2508	Avalanches	NULL	NULL	0	NULL	NULL	NULL	Avalanches	NULL	M:LX	NULL	NULL	M:LX\\Avalanches\\M:D\\Natural Disasters 
2510	Balance of Payments	NULL	NULL	0	NULL	NULL	NULL	Balance of Payments	NULL	I:2	NULL	NULL	I:2\\Balance of Payments\\E:9\\Economic Indicators 
2512	Banking & Investment Services (TRBC)	NULL	NULL	0	NULL	NULL	NULL	Banking & Investment Services (TRBC)	NULL	B:126	NULL	NULL	B:126\\Banking &amp; Investment Services (TRBC)\\B:125\\Financials (TRBC) 
2514	Bankruptcy Figures	NULL	NULL	0	NULL	NULL	NULL	Bankruptcy Figures	NULL	I:1E	NULL	NULL	I:1E\\Bankruptcy Figures\\E:9\\Economic Indicators 
2516	Barge	NULL	NULL	0	NULL	NULL	NULL	Barge	NULL	U:2B	NULL	NULL	U:2B\\Barge\\U:B\\Transportation Markets / Transportation\\A:4\\Commodities Markets 
2518	Barley	Commodity	300024	1	BRLY 			Barley		U:6D	NULL	2012-12-14 15:24:42	U:6D\\Barley\\U:9\\Grains\\U:8\\Agricultural Markets\\A:4\\Commodities Markets 
