id	tmc_term	tmc_type	tmc_id	priority	n2000_code	insider_category	insider_subcategory	rcs_common_name	rcs_scheme_name	rcs_id	created_at	updated_at	rcs_taxonomy_path
114	Avionics	Industry	200101	0	AERO	NULL	NULL	Aerospace / Defense	Business Sectors (RBSS)	B:37	NULL	2010-04-24 15:44:56	B:37\\Aerospace &amp; Defense (TRBC)\\B:35\\Industrial Goods (TRBC)
115	B2B Exchanges	Industry	200102	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:44:56	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
116	Baby Care	Industry	200103	0	PSVC	NULL	NULL	Personal Services	Business Sectors (RBSS)	B:120	NULL	2010-04-24 15:44:56	B:120\\Personal Services (TRBC)\\B:117\\Personal &amp; Household Products &amp; Services (TRBC)
117	Baby Clothing	Industry	200104	0	WEAR	NULL	NULL	Apparel / Accessories	Business Sectors (RBSS)	B:84	NULL	2010-04-24 15:44:56	B:84\\Apparel &amp; Accessories (TRBC)\\B:82\\Textiles &amp; Apparel (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
118	Baby Food	Industry	200105	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:56	B:107\\Food &amp; Beverages (TRBC)
119	Baby Products	Industry	200106	0	PPRO	NULL	NULL	Personal Products	Business Sectors (RBSS)	B:119	NULL	2010-04-24 15:44:56	B:119\\Personal Products (TRBC)\\B:117\\Personal &amp; Household Products &amp; Services (TRBC)
120	Australia	Geography	100025	1	AU	NULL	NULL	Australia	Geopolitical Unit	G:2H	NULL	2010-04-24 15:44:56	M:DH\\Continent / Region\\G:K\\Asia / Pacific\\G:5\\Australia / New Zealand\\G:2H\\Australia|M:DQ\\Country Grouping\\G:AQ\\APEC\\G:2H\\Australia|M:DQ\\Country Grouping\\G:B9\\G20\\G:2H\\Australia|M:DQ\\Country Grouping\\G:AR\\OECD\\G:2H\\Australia|M:A9\\Country\\G:2H\\Australia
121	Software - Backup	Industry	200107	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:44:56	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
122	Austria	Geography	100026	1	AT	NULL	NULL	Austria	Geopolitical Unit	G:1F	NULL	2010-04-24 15:44:56	M:DH\\Continent / Region\\G:A\\Europe\\G:B\\Central / Eastern Europe\\G:1F\\Austria|M:DH\\Continent / Region\\G:A\\Europe\\G:3\\Western Europe\\G:1F\\Austria|M:DQ\\Country Grouping\\G:AU\\EU 15\\G:1F\\Austria|M:DQ\\Country Grouping\\G:AK\\European Union\\G:1F\\Austria|M:DQ\\Country Grouping\\G:AL\\Eurozone\\G:1F\\Austria|M:DQ\\Country Grouping\\G:B9\\G20\\G:AK\\European Union\\G:1F\\Austria|M:DQ\\Country Grouping\\G:AV\\MiFID\\G:1F\\Austria|M:DQ\\Country Grouping\\G:AR\\OECD\\G:1F\\Austria|M:A9\\Country\\G:1F\\Austria
123	Bacterial	Industry	200108	0	HEA	NULL	NULL	Health / Medicine	Miscellaneous	M:P	NULL	2010-04-24 15:44:56	M:P\\Health / Medicine
124	Bank Operations	Industry	200109	0	BANK	NULL	NULL	Banks	Business Sectors (RBSS)	B:128	NULL	2010-04-24 15:44:56	B:128\\Banks (TRBC)\\B:127\\Banking Services (TRBC)\\B:125\\Financials (TRBC)
125	Banking	Industry	200110	1	BSVC	NULL	NULL	Banking Services	Business Sectors (RBSS)	B:127	NULL	2010-04-24 15:44:56	B:127\\Banking Services (TRBC)\\B:125\\Financials (TRBC)
126	Software - Banking & Financial Services	Industry	200111	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:44:56	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
127	Banking Services For Small Business	Industry	200112	0	BSVC	NULL	NULL	Banking Services	Business Sectors (RBSS)	B:127	NULL	2010-04-24 15:44:56	B:127\\Banking Services (TRBC)\\B:125\\Financials (TRBC)
128	Barcode & Ocr Products	Industry	200113	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:56	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
129	Bars & Nightclubs	Industry	200114	0	RELX	NULL	NULL	Leisure / Recreation	Business Sectors (RBSS)	B:91	NULL	2010-04-24 15:44:56	B:91\\Leisure &amp; Recreation (TRBC)\\B:87\\Hotels &amp; Entertainment Services (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
130	Baseball	Subject	200115	1	BASE	NULL	NULL	Baseball	Miscellaneous	M:5G	NULL	2010-04-24 15:44:56	M:5G\\Baseball\\M:W\\Sport
131	Basketball	Subject	200116	1	BASK	NULL	NULL	Basketball	Miscellaneous	M:5H	NULL	2010-04-24 15:44:56	M:5H\\Basketball\\M:W\\Sport
132	Bath Products	Industry	200117	0	PPRO	NULL	NULL	Personal Products	Business Sectors (RBSS)	B:119	NULL	2010-04-24 15:44:56	B:119\\Personal Products (TRBC)\\B:117\\Personal &amp; Household Products &amp; Services (TRBC)
133	Battery Technology	Industry	200118	0	ENER	NULL	NULL	Energy	Business Sectors (RBSS)	B:2	NULL	2010-04-24 15:44:56	B:2\\Energy (TRBC)
134	Bearings	Industry	200119	0	INDG	NULL	NULL	Industrial Goods	Business Sectors (RBSS)	B:35	NULL	2010-04-24 15:44:56	B:35\\Industrial Goods (TRBC)
135	Bedroom Furniture	Industry	200120	0	SOFA	NULL	NULL	Home Furnishing	Business Sectors (RBSS)	B:80	NULL	2010-04-24 15:44:56	B:80\\Home Furnishings (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
136	Beef	Industry	200121	1	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:56	B:107\\Food &amp; Beverages (TRBC)
137	Beef Cattle Farming	Industry	200122	0	FARM	NULL	NULL	Fishing / Farming	Business Sectors (RBSS)	B:113	NULL	2010-04-24 15:44:56	B:113\\Fishing &amp; Farming (TRBC)\\B:112\\Food &amp; Tobacco (TRBC)\\B:107\\Food &amp; Beverages (TRBC)
138	Beer	Industry	200123	1	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:56	B:107\\Food &amp; Beverages (TRBC)
139	Beverages	Industry	200124	1	BEVS	NULL	NULL	Beverages	Business Sectors (RBSS)	B:108	NULL	2010-04-24 15:44:56	B:108\\Beverages (TRBC)\\B:107\\Food &amp; Beverages (TRBC)
140	Biochips	Industry	200125	0	AMED	NULL	NULL	Advanced Medical Equipment	Business Sectors (RBSS)	B:151	NULL	2010-04-24 15:44:56	B:151\\Advanced Medical Equipment (TRBC)\\B:150\\Healthcare Equipment &amp; Supplies (TRBC)\\B:148\\Healthcare (TRBC)
141	Biopharmaceuticals	Industry	200126	0	PHAD	NULL	NULL	Pharmaceuticals - Diversified	Business Sectors (RBSS)	B:158	NULL	2010-04-24 15:44:56	B:158\\Diversified Pharmaceuticals (TRBC)\\B:157\\Pharmaceuticals (TRBC)\\B:148\\Healthcare (TRBC)
142	Bleaching Agents	Industry	200127	0	BMAT	NULL	NULL	Basic Materials	Business Sectors (RBSS)	B:12	NULL	2010-04-24 15:44:56	B:12\\Basic Materials (TRBC)
143	Blood Collection & Blood Products	Industry	200128	0	MEDQ	NULL	NULL	Medical Equipment / Supplies / Distribution	Business Sectors (RBSS)	B:152	NULL	2010-04-24 15:44:56	B:152\\Medical Equipment, Supplies &amp; Distribution (TRBC)\\B:150\\Healthcare Equipment &amp; Supplies (TRBC)\\B:148\\Healthcare (TRBC)
144	Diseases - Blood Disorders	Subject	200129	0	HEA	NULL	NULL	Health / Medicine	Miscellaneous	M:P	NULL	2010-04-24 15:44:56	M:P\\Health / Medicine
145	Boats & Sailing	Industry	200130	0	RELX	NULL	NULL	Leisure / Recreation	Business Sectors (RBSS)	B:91	NULL	2010-04-24 15:44:56	B:91\\Leisure &amp; Recreation (TRBC)\\B:87\\Hotels &amp; Entertainment Services (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
146	Bond Industry	Industry	200131	1	FINS	NULL	NULL	Financials	Business Sectors (RBSS)	B:125	NULL	2010-04-24 15:44:56	B:125\\Financials (TRBC)
147	Diseases - Bone	Subject	200132	0	HEA	NULL	NULL	Health / Medicine	Miscellaneous	M:P	NULL	2010-04-24 15:44:56	M:P\\Health / Medicine
148	Book Publishing	Industry	200133	1	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:44:56	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
149	Azerbaijan	Geography	100027	1	AZ	NULL	NULL	Azerbaijan	Geopolitical Unit	G:4R	NULL	2010-04-24 15:44:56	M:DH\\Continent / Region\\G:K\\Asia / Pacific\\G:S\\Asia\\G:H\\Southwest Asia\\G:4R\\Azerbaijan|M:DQ\\Country Grouping\\G:AJ\\CIS\\G:4R\\Azerbaijan|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:4R\\Azerbaijan|M:DQ\\Country Grouping\\G:B7\\Former Soviet Union\\G:4R\\Azerbaijan|M:DQ\\Country Grouping\\G:BB\\OIC\\G:4R\\Azerbaijan|M:A9\\Country\\G:4R\\Azerbaijan
150	Boron Neutron Capture Therapy	Industry	200134	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:44:56	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
151	Bottled Water	Industry	200135	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:56	B:107\\Food &amp; Beverages (TRBC)
152	Bread	Industry	200136	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:56	B:107\\Food &amp; Beverages (TRBC)
153	Brewers	Industry	200137	1	BEER	NULL	NULL	Beverages - Brewers	Business Sectors (RBSS)	B:109	NULL	2010-04-24 15:44:56	B:109\\Brewers (TRBC)\\B:108\\Beverages (TRBC)\\B:107\\Food &amp; Beverages (TRBC)
154	Broadband	Industry	200138	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:44:56	B:161\\Technology (TRBC)
155	Broadband & Full Service Networks	Industry	200139	0	TCOM	NULL	NULL	Telecommunications Services	Business Sectors (RBSS)	B:177	NULL	2010-04-24 15:44:56	B:177\\Telecommunications Services (TRBC)
156	Broadband Equipment	Industry	200140	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:56	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
157	Broadband Satellites	Industry	200141	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:56	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
158	Bahamas	Geography	100028	1	BS	NULL	NULL	Bahamas	Geopolitical Unit	G:5E	NULL	2010-04-24 15:44:56	M:DH\\Continent / Region\\G:4\\Americas\\G:G\\South / Central America\\G:R\\Caribbean\\G:5E\\Bahamas|M:A9\\Country\\G:5E\\Bahamas
159	Bahrain	Geography	100029	1	BH	NULL	NULL	Bahrain	Geopolitical Unit	G:5Q	NULL	2010-04-24 15:44:56	M:DH\\Continent / Region\\G:K\\Asia / Pacific\\G:S\\Asia\\G:H\\Southwest Asia\\G:F\\Gulf\\G:5Q\\Bahrain|M:DH\\Continent / Region\\G:Q\\Middle East\\G:F\\Gulf\\G:5Q\\Bahrain|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:5Q\\Bahrain|M:DQ\\Country Grouping\\G:BA\\MENASA\\G:5Q\\Bahrain|M:DQ\\Country Grouping\\G:BB\\OIC\\G:5Q\\Bahrain|M:A9\\Country\\G:5Q\\Bahrain
160	Broadband Services	Industry	200142	0	TCOM	NULL	NULL	Telecommunications Services	Business Sectors (RBSS)	B:177	NULL	2010-04-24 15:44:56	B:177\\Telecommunications Services (TRBC)
161	Broadcast Satellites	Industry	200143	0	BCST	NULL	NULL	Broadcasting	Business Sectors (RBSS)	B:94	NULL	2010-04-24 15:44:56	B:94\\Broadcasting (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
162	Broadcast Technology	Industry	200144	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:44:56	B:161\\Technology (TRBC)
163	Bangladesh	Geography	100030	1	BD	NULL	NULL	Bangladesh	Geopolitical Unit	G:9B	NULL	2010-04-24 15:44:56	M:DH\\Continent / Region\\G:K\\Asia / Pacific\\G:S\\Asia\\G:W\\South Asia\\G:8\\Indian Subcontinent\\G:9B\\Bangladesh|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:9B\\Bangladesh|M:DQ\\Country Grouping\\G:BA\\MENASA\\G:9B\\Bangladesh|M:DQ\\Country Grouping\\G:BB\\OIC\\G:9B\\Bangladesh|M:A9\\Country\\G:9B\\Bangladesh
164	Broadcast TV	Industry	200145	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:44:56	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
165	Broadcast TV Infrastructure	Industry	200146	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:44:56	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
166	Broadcast TV Programming	Industry	200147	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:44:56	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
167	Building Materials & Fixtures	Industry	200148	1	CONS	NULL	NULL	Construction - Supplies / Fixtures	Business Sectors (RBSS)	B:45	NULL	2010-04-24 15:44:56	B:45\\Construction Supplies &amp; Fixtures (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
168	Built-In Furniture	Industry	200149	0	SOFA	NULL	NULL	Home Furnishing	Business Sectors (RBSS)	B:80	NULL	2010-04-24 15:44:56	B:80\\Home Furnishings (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
169	Telecommunications Services - Bundled	Industry	200150	0	TCOM	NULL	NULL	Telecommunications Services	Business Sectors (RBSS)	B:177	NULL	2010-04-24 15:44:56	B:177\\Telecommunications Services (TRBC)
170	Software - Business Operations	Industry	200151	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:44:57	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
171	Business Process Consulting	Industry	200152	0	BSUP	NULL	NULL	Business Support / Supplies	Business Sectors (RBSS)	B:195	NULL	2010-04-24 15:44:57	B:195\\Business Support Services (TRBC)\\B:43\\Industrial Services (TRBC)
172	Business Services	Industry	200153	1	BSUP	NULL	NULL	Business Support / Supplies	Business Sectors (RBSS)	B:195	NULL	2010-04-24 15:44:57	B:195\\Business Support Services (TRBC)\\B:43\\Industrial Services (TRBC)
173	Business Services	Industry	200153	1	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:44:57	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
174	Business Travel	Industry	200154	1	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:44:57	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
175	Barbados	Geography	100031	1	BB	NULL	NULL	Barbados	Geopolitical Unit	G:8P	NULL	2010-04-24 15:44:57	M:DH\\Continent / Region\\G:4\\Americas\\G:G\\South / Central America\\G:R\\Caribbean\\G:8P\\Barbados|M:A9\\Country\\G:8P\\Barbados
176	E-Commerce - Business-To-Business	Industry	200155	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:44:57	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
177	Busing	Industry	200156	0	TRAN	NULL	NULL	Transportation	Business Sectors (RBSS)	B:56	NULL	2010-04-24 15:44:57	B:56\\Transportation (TRBC)
178	Butter	Industry	200157	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:57	B:107\\Food &amp; Beverages (TRBC)
179	Cable Equipment	Industry	200158	0	TECH	NULL	NULL	Technology	Business Sectors (RBSS)	B:161	NULL	2010-04-24 15:44:57	B:161\\Technology (TRBC)
180	Cable Modems	Industry	200159	0	TEEQ	NULL	NULL	Technology Equipment	Business Sectors (RBSS)	B:162	NULL	2010-04-24 15:44:57	B:162\\Technology Equipment (TRBC)\\B:161\\Technology (TRBC)
181	Cable Set Top Boxes	Industry	200160	0	SHOW	NULL	NULL	Entertainment Production	Business Sectors (RBSS)	B:95	NULL	2010-04-24 15:44:57	B:95\\Entertainment Production (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
182	Cable TV	Industry	200161	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:44:57	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
183	Cable TV Infrastructure	Industry	200162	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:44:57	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
184	Cable TV Programming	Industry	200163	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:44:57	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
185	Cable TV Sports Networks	Industry	200164	0	MDIA	NULL	NULL	Media / Publishing	Business Sectors (RBSS)	B:92	NULL	2010-04-24 15:44:57	B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
186	Cable-Based Networking Services	Industry	200165	0	SHOW	NULL	NULL	Entertainment Production	Business Sectors (RBSS)	B:95	NULL	2010-04-24 15:44:57	B:95\\Entertainment Production (TRBC)\\B:92\\Media &amp; Publishing (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
187	Cable-Telecommunications Convergence	Industry	200166	0	TCOM	NULL	NULL	Telecommunications Services	Business Sectors (RBSS)	B:177	NULL	2010-04-24 15:44:57	B:177\\Telecommunications Services (TRBC)
188	Software - Cad, Cam & Cae	Industry	200167	0	SOFW	NULL	NULL	Software	Business Sectors (RBSS)	B:174	NULL	2010-04-24 15:44:57	B:174\\Software (TRBC)\\B:161\\Technology (TRBC)
189	Belarus	Geography	100032	1	BY	NULL	NULL	Belarus	Geopolitical Unit	G:8B	NULL	2010-04-24 15:44:57	M:DH\\Continent / Region\\G:A\\Europe\\G:B\\Central / Eastern Europe\\G:8B\\Belarus|M:DQ\\Country Grouping\\G:AJ\\CIS\\G:8B\\Belarus|M:DQ\\Country Grouping\\G:2EN\\Emerging Europe\\G:8B\\Belarus|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:8B\\Belarus|M:DQ\\Country Grouping\\G:B7\\Former Soviet Union\\G:8B\\Belarus|M:A9\\Country\\G:8B\\Belarus
190	Belgium	Geography	100033	1	BE	NULL	NULL	Belgium	Geopolitical Unit	G:9Y	NULL	2010-04-24 15:44:57	M:DH\\Continent / Region\\G:A\\Europe\\G:3\\Western Europe\\G:AX\\Benelux\\G:9Y\\Belgium|M:DQ\\Country Grouping\\G:AU\\EU 15\\G:9Y\\Belgium|M:DQ\\Country Grouping\\G:AK\\European Union\\G:9Y\\Belgium|M:DQ\\Country Grouping\\G:AL\\Eurozone\\G:9Y\\Belgium|M:DQ\\Country Grouping\\G:B9\\G20\\G:AK\\European Union\\G:9Y\\Belgium|M:DQ\\Country Grouping\\G:AV\\MiFID\\G:9Y\\Belgium|M:DQ\\Country Grouping\\G:AN\\NATO\\G:9Y\\Belgium|M:DQ\\Country Grouping\\G:AR\\OECD\\G:9Y\\Belgium|M:A9\\Country\\G:9Y\\Belgium
191	Belize	Geography	100034	1	BZ	NULL	NULL	Belize	Geopolitical Unit	G:6C	NULL	2010-04-24 15:44:57	M:DH\\Continent / Region\\G:4\\Americas\\G:G\\South / Central America\\G:7\\Central America\\G:6C\\Belize|M:A9\\Country\\G:6C\\Belize
192	Benin	Geography	100035	1	BJ	NULL	NULL	Benin	Geopolitical Unit	G:48	NULL	2010-04-24 15:44:57	M:DH\\Continent / Region\\G:V\\Africa\\G:J\\West Africa\\G:48\\Benin|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:48\\Benin|M:DQ\\Country Grouping\\G:BB\\OIC\\G:48\\Benin|M:A9\\Country\\G:48\\Benin
193	Cakes	Industry	200168	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:57	B:107\\Food &amp; Beverages (TRBC)
194	Bhutan	Geography	100037	1	BT	NULL	NULL	Bhutan	Geopolitical Unit	G:8F	NULL	2010-04-24 15:44:57	M:DH\\Continent / Region\\G:K\\Asia / Pacific\\G:S\\Asia\\G:W\\South Asia\\G:8F\\Bhutan|M:A9\\Country\\G:8F\\Bhutan
195	Calculators	Industry	200169	0	CELE	NULL	NULL	Consumer Electronics	Business Sectors (RBSS)	B:78	NULL	2010-04-24 15:44:57	B:78\\Consumer Electronics (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
196	Call Centers	Industry	200171	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:44:57	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
197	Cameras	Industry	200172	0	CELE	NULL	NULL	Consumer Electronics	Business Sectors (RBSS)	B:78	NULL	2010-04-24 15:44:57	B:78\\Consumer Electronics (TRBC)\\B:198\\Household Goods (TRBC)\\B:75\\Cyclical Consumer Products (TRBC)
198	Camping	Industry	200173	0	RELX	NULL	NULL	Leisure / Recreation	Business Sectors (RBSS)	B:91	NULL	2010-04-24 15:44:57	B:91\\Leisure &amp; Recreation (TRBC)\\B:87\\Hotels &amp; Entertainment Services (TRBC)\\B:86\\Cyclical Consumer Services (TRBC)
199	Drugs - Cancer	Industry	200174	0	PHAD	NULL	NULL	Pharmaceuticals - Diversified	Business Sectors (RBSS)	B:158	NULL	2010-04-24 15:44:57	B:158\\Diversified Pharmaceuticals (TRBC)\\B:157\\Pharmaceuticals (TRBC)\\B:148\\Healthcare (TRBC)
200	Candy	Industry	200175	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:57	B:107\\Food &amp; Beverages (TRBC)
201	Canned, Jarred & Boxed Foods	Industry	200176	0	FOBE	NULL	NULL	Food / Beverages	Business Sectors (RBSS)	B:107	NULL	2010-04-24 15:44:57	B:107\\Food &amp; Beverages (TRBC)
202	Card & Payment Processing	Industry	200177	0	CMSS	NULL	NULL	Commercial Services / Supplies	Business Sectors (RBSS)	B:49	NULL	2010-04-24 15:44:57	B:49\\Commercial Services &amp; Supplies (TRBC)\\B:43\\Industrial Services (TRBC)
203	Cardiology	Industry	200178	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:44:57	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
204	Cardiovascular Catheters	Industry	200179	0	MEDQ	NULL	NULL	Medical Equipment / Supplies / Distribution	Business Sectors (RBSS)	B:152	NULL	2010-04-24 15:44:57	B:152\\Medical Equipment, Supplies &amp; Distribution (TRBC)\\B:150\\Healthcare Equipment &amp; Supplies (TRBC)\\B:148\\Healthcare (TRBC)
205	Cardiovascular Devices	Industry	200180	0	MEDQ	NULL	NULL	Medical Equipment / Supplies / Distribution	Business Sectors (RBSS)	B:152	NULL	2010-04-24 15:44:57	B:152\\Medical Equipment, Supplies &amp; Distribution (TRBC)\\B:150\\Healthcare Equipment &amp; Supplies (TRBC)\\B:148\\Healthcare (TRBC)
206	Drugs - Cardiovascular	Industry	200181	0	PHAD	NULL	NULL	Pharmaceuticals - Diversified	Business Sectors (RBSS)	B:158	NULL	2010-04-24 15:44:57	B:158\\Diversified Pharmaceuticals (TRBC)\\B:157\\Pharmaceuticals (TRBC)\\B:148\\Healthcare (TRBC)
207	Cardiovascular Surgery	Industry	200182	0	HLTH	NULL	NULL	Healthcare Services	Business Sectors (RBSS)	B:149	NULL	2010-04-24 15:44:57	B:149\\Healthcare Services (TRBC)\\B:148\\Healthcare (TRBC)
208	Carpets	Industry	200183	0	HBHG	NULL	NULL	Homebuilding / Household Goods	Business Sectors (RBSS)		NULL	2010-04-24 15:44:57	NULL
209	Bolivia	Geography	100038	1	BO	NULL	NULL	Bolivia	Geopolitical Unit	G:3J	NULL	2010-04-24 15:44:57	M:DH\\Continent / Region\\G:4\\Americas\\G:G\\South / Central America\\G:P\\South America\\G:3J\\Bolivia|M:DQ\\Country Grouping\\G:1\\Emerging Markets\\G:3J\\Bolivia|M:A9\\Country\\G:3J\\Bolivia
210	Cash & Carry	Industry	200184	0	RFOD	NULL	NULL	Food Distribution / Convenience Stores	Business Sectors (RBSS)	B:124	NULL	2010-04-24 15:44:57	B:124\\Food Distribution &amp; Convenience Stores (TRBC)\\B:122\\Food &amp; Drug Retailing (TRBC)
